Meter,Days Connected,Days Disconnected
001046ED,,2016-03-04
001046ED,,2016-03-05
001046ED,,2016-03-06
001046ED,,2016-03-07
001046ED,,2016-03-08
001046F5,,2016-02-09
001046F5,,2016-02-10
001046F5,,2016-02-11
001046F5,,2016-02-12
001046F5,,2016-02-13
001046F5,,2016-02-14
001046F5,,2016-02-15
001046F5,,2016-02-16
001046F5,,2016-02-17
001046F5,,2016-02-18
001046F5,,2016-02-19
001046F5,,2016-02-20
001046F5,,2016-02-21
001046F5,,2016-02-22
001046F5,,2016-02-23
001046F5,,2016-02-24
001046F5,,2016-02-25
001046F5,,2016-02-26
001046F5,,2016-02-27
001046F5,,2016-02-28
001046F5,,2016-02-29
001046F5,,2016-03-01
001046F5,,2016-03-02
001046F5,,2016-03-03
001046F5,,2016-03-04
001046F5,,2016-03-05
001046F5,,2016-03-06
001046F5,,2016-03-07
001046F5,,2016-03-08
001046F5,,2016-03-09
00104700,,2016-02-09
00104700,,2016-02-10
00104700,,2016-02-11
00104700,,2016-02-12
00104700,,2016-02-13
00104700,,2016-02-14
00104700,,2016-02-15
00104700,,2016-02-16
00104700,,2016-02-17
00104700,,2016-02-18
00104700,,2016-02-19
00104700,,2016-02-20
00104700,,2016-02-21
00104700,,2016-02-22
00104700,,2016-02-23
00104700,,2016-02-24
00104700,,2016-02-25
00104700,,2016-02-26
00104700,,2016-02-27
00104700,,2016-02-28
00104700,,2016-02-29
00104700,,2016-03-01
00104700,,2016-03-02
00104700,,2016-03-03
00104700,,2016-03-04
00104700,,2016-03-05
00104700,,2016-03-06
00104700,,2016-03-07
00104700,,2016-03-08
00104700,,2016-03-09
00104795,,2016-02-10
00104795,,2016-02-11
00104795,,2016-02-12
00104795,,2016-02-13
00104795,,2016-02-14
00104795,,2016-02-15
00104795,,2016-02-16
00104795,,2016-02-17
00104795,,2016-02-18
00104795,,2016-02-19
00104795,,2016-02-20
00104795,,2016-02-21
00104795,,2016-02-22
00104795,,2016-02-23
00104795,,2016-02-24
00104795,,2016-02-25
00104795,,2016-02-26
00104795,,2016-02-27
00104795,,2016-02-28
00104795,,2016-02-29
00104795,,2016-03-01
00104795,,2016-03-02
00104795,,2016-03-03
00104795,,2016-03-04
00104795,,2016-03-05
00104795,,2016-03-06
00104795,,2016-03-07
00104795,,2016-03-08
00104795,,2016-03-09
001047C8,,2016-02-11
001047C8,,2016-02-12
001047C8,,2016-02-13
001047C8,,2016-02-14
001047C8,,2016-02-15
001047C8,,2016-02-16
001047C8,,2016-02-17
001047C8,,2016-02-18
001047C8,,2016-02-19
001047C8,,2016-02-20
001047C8,,2016-02-21
001047C8,,2016-02-22
001047C8,,2016-02-23
001047C8,,2016-02-24
001047C8,,2016-02-25
001047C8,,2016-02-26
001047C8,,2016-02-27
001047C8,,2016-02-28
001047C8,,2016-02-29
001047C8,,2016-03-01
001047C8,,2016-03-02
001047C8,,2016-03-03
001047C8,,2016-03-04
001047C8,,2016-03-05
001047C8,,2016-03-06
001047C8,,2016-03-07
001047C8,,2016-03-08
001047C8,,2016-03-09
0010492D,,2016-02-10
0010492D,,2016-02-11
0010492D,,2016-02-12
0010492D,,2016-02-13
0010492D,,2016-02-14
0010492D,,2016-02-15
0010492D,,2016-02-16
0010492D,,2016-02-17
0010492D,,2016-02-18
0010492D,,2016-02-19
0010492D,,2016-02-20
0010492D,,2016-02-21
0010492D,,2016-02-22
0010492D,,2016-02-23
0010492D,,2016-02-24
0010492D,,2016-02-25
0010492D,,2016-02-26
0010492D,,2016-02-27
0010492D,,2016-02-28
0010492D,,2016-02-29
0010492D,,2016-03-01
0010492D,,2016-03-02
0010492D,,2016-03-03
0010492D,,2016-03-04
0010492D,,2016-03-05
0010492D,,2016-03-06
0010492D,,2016-03-07
0010492F,2016-03-01,2016-02-09
0010492F,2016-03-03,2016-02-10
0010492F,2016-03-04,2016-02-11
0010492F,,2016-02-12
0010492F,,2016-02-13
0010492F,,2016-02-14
0010492F,,2016-02-15
0010492F,,2016-02-16
0010492F,,2016-02-17
0010492F,,2016-02-18
0010492F,,2016-02-19
0010492F,,2016-02-20
0010492F,,2016-02-21
0010492F,,2016-02-22
0010492F,,2016-02-23
0010492F,,2016-02-24
0010492F,,2016-02-25
0010492F,,2016-02-26
0010492F,,2016-02-27
0010492F,,2016-02-28
0010492F,,2016-02-29
0010492F,,2016-03-02
0010492F,,2016-03-05
0010492F,,2016-03-06
0010492F,,2016-03-07
0010492F,,2016-03-08
0010492F,,2016-03-09
00104934,,2016-02-09
00104934,,2016-02-10
00104934,,2016-02-11
00104934,,2016-02-12
00104934,,2016-02-13
00104934,,2016-02-14
00104934,,2016-02-15
00104934,,2016-02-16
00104934,,2016-02-17
00104934,,2016-02-18
00104934,,2016-02-19
00104934,,2016-02-20
00104934,,2016-02-21
00104934,,2016-02-22
00104934,,2016-02-23
00104934,,2016-02-24
00104934,,2016-02-25
00104934,,2016-02-26
00104934,,2016-02-27
00104934,,2016-02-28
00104934,,2016-02-29
00104934,,2016-03-01
00104934,,2016-03-02
00104934,,2016-03-03
00104934,,2016-03-04
00104934,,2016-03-05
00104934,,2016-03-06
00104934,,2016-03-07
00104938,,2016-02-09
00104938,,2016-02-10
00104938,,2016-02-11
00104938,,2016-02-12
00104938,,2016-02-13
00104938,,2016-02-14
00104938,,2016-02-15
00104938,,2016-02-16
00104938,,2016-02-17
00104938,,2016-02-18
00104938,,2016-02-19
00104938,,2016-02-20
00104938,,2016-02-21
00104938,,2016-02-22
00104938,,2016-02-23
00104938,,2016-02-24
00104938,,2016-02-25
00104938,,2016-02-26
00104938,,2016-02-27
00104938,,2016-02-28
00104938,,2016-02-29
00104938,,2016-03-01
00104938,,2016-03-02
00104938,,2016-03-03
00104938,,2016-03-04
00104938,,2016-03-05
00104938,,2016-03-06
00104938,,2016-03-07
00104938,,2016-03-08
00104938,,2016-03-09
001049DB,,2016-02-13
001049DB,,2016-02-14
001049DB,,2016-02-15
001049DB,,2016-02-16
001049DB,,2016-02-17
001049DB,,2016-02-18
001049DB,,2016-02-19
001049DB,,2016-02-20
001049DB,,2016-02-21
001049DB,,2016-02-22
001049DB,,2016-02-23
001049DB,,2016-02-24
001049DB,,2016-02-25
001049DB,,2016-02-26
001049DB,,2016-02-27
001049DB,,2016-02-28
001049DB,,2016-02-29
001049DB,,2016-03-01
001049DB,,2016-03-02
001049DB,,2016-03-03
001049DB,,2016-03-04
001049DB,,2016-03-05
001049DB,,2016-03-06
001049DB,,2016-03-07
001049DB,,2016-03-08
00104AE2,2016-02-21,2016-02-12
00104AE2,2016-02-23,2016-02-13
00104AE2,2016-02-28,2016-02-14
00104AE2,2016-03-01,2016-02-15
00104AE2,2016-03-03,2016-02-16
00104AE2,2016-03-04,2016-02-17
00104AE2,2016-03-08,2016-02-18
00104AE2,2016-03-09,2016-02-19
00104AE2,,2016-02-20
00104AE2,,2016-02-22
00104AE2,,2016-02-24
00104AE2,,2016-02-25
00104AE2,,2016-02-26
00104AE2,,2016-02-27
00104AE2,,2016-02-29
00104AE2,,2016-03-02
00104AE2,,2016-03-05
00104AE2,,2016-03-06
00104AE2,,2016-03-07
00104BE9,2016-02-28,2016-02-10
00104BE9,2016-03-01,2016-02-11
00104BE9,,2016-02-12
00104BE9,,2016-02-13
00104BE9,,2016-02-14
00104BE9,,2016-02-15
00104BE9,,2016-02-16
00104BE9,,2016-02-17
00104BE9,,2016-02-18
00104BE9,,2016-02-19
00104BE9,,2016-02-20
00104BE9,,2016-02-21
00104BE9,,2016-02-22
00104BE9,,2016-02-23
00104BE9,,2016-02-24
00104BE9,,2016-02-25
00104BE9,,2016-02-26
00104BE9,,2016-02-27
00104BE9,,2016-02-29
00104BE9,,2016-03-02
00104BE9,,2016-03-03
00104BE9,,2016-03-04
00104BE9,,2016-03-05
00104BE9,,2016-03-06
00104BE9,,2016-03-07
00104BE9,,2016-03-08
00104E20,2016-02-09,2016-02-15
00104E20,2016-02-10,2016-02-18
00104E20,2016-02-11,2016-02-20
00104E20,2016-02-12,2016-02-21
00104E20,2016-02-13,2016-02-23
00104E20,2016-02-14,2016-02-24
00104E20,2016-02-16,2016-02-26
00104E20,2016-02-17,2016-02-27
00104E20,2016-02-19,2016-02-28
00104E20,2016-02-22,2016-02-29
00104E20,2016-02-25,2016-03-02
00104E20,2016-03-01,2016-03-04
00104E20,2016-03-03,2016-03-05
00104E20,2016-03-07,2016-03-06
00104E20,,2016-03-08
00104E25,,2016-02-10
00104E25,,2016-02-11
00104E25,,2016-02-12
00104E25,,2016-02-13
00104E25,,2016-02-14
00104E25,,2016-02-15
00104E25,,2016-02-16
00104E25,,2016-02-17
00104E25,,2016-02-18
00104E25,,2016-02-19
00104E25,,2016-02-20
00104E25,,2016-02-21
00104E25,,2016-02-22
00104E25,,2016-02-23
00104E25,,2016-02-24
00104E25,,2016-02-25
00104E25,,2016-02-26
00104E25,,2016-02-27
00104E25,,2016-02-28
00104EC8,2016-02-13,2016-02-20
00104EC8,2016-02-14,2016-02-21
00104EC8,2016-02-15,2016-02-22
00104EC8,2016-02-16,2016-02-23
00104EC8,2016-02-17,2016-02-24
00104EC8,2016-02-18,2016-02-25
00104EC8,2016-02-19,2016-02-26
00104EC8,,2016-02-27
00104EC8,,2016-02-28
00104EC8,,2016-02-29
00104EC8,,2016-03-01
00104EC8,,2016-03-02
00104EC8,,2016-03-03
00104EC8,,2016-03-04
00104EC8,,2016-03-05
00104EC8,,2016-03-06
00104EC8,,2016-03-07
00104F7C,2016-03-05,2016-02-09
00104F7C,,2016-02-10
00104F7C,,2016-02-11
00104F7C,,2016-02-12
00104F7C,,2016-02-13
00104F7C,,2016-02-14
00104F7C,,2016-02-15
00104F7C,,2016-02-16
00104F7C,,2016-02-17
00104F7C,,2016-02-18
00104F7C,,2016-02-19
00104F7C,,2016-02-20
00104F7C,,2016-02-21
00104F7C,,2016-02-22
00104F7C,,2016-02-23
00104F7C,,2016-02-24
00104F7C,,2016-02-25
00104F7C,,2016-02-26
00104F7C,,2016-02-27
00104F7C,,2016-02-28
00104F7C,,2016-02-29
00104F7C,,2016-03-01
00104F7C,,2016-03-02
00104F7C,,2016-03-03
00104F7C,,2016-03-04
00104F7C,,2016-03-06
00104F7C,,2016-03-07
00104F7C,,2016-03-08
00104FB7,2016-02-11,2016-02-10
00104FB7,2016-02-13,2016-02-12
00104FB7,2016-02-14,2016-02-15
00104FB7,,2016-02-16
00104FB7,,2016-02-17
00104FB7,,2016-02-18
00104FB7,,2016-02-19
00104FB7,,2016-02-20
00104FB7,,2016-02-21
00104FB7,,2016-02-22
00104FB7,,2016-02-23
00104FB7,,2016-02-24
00104FB7,,2016-02-25
00104FB7,,2016-02-26
00104FB7,,2016-02-27
00104FB7,,2016-02-28
00104FB7,,2016-02-29
00104FB7,,2016-03-01
00104FB7,,2016-03-02
00104FB7,,2016-03-03
00104FB7,,2016-03-04
00104FB7,,2016-03-05
00104FB7,,2016-03-06
00104FB7,,2016-03-07
00104FB7,,2016-03-08
001050C7,,2016-02-09
001050C7,,2016-02-10
001050C7,,2016-02-11
001050C7,,2016-02-12
001050C7,,2016-02-13
001050C7,,2016-02-14
001050C7,,2016-02-15
001050C7,,2016-02-16
001050C7,,2016-02-17
001050C7,,2016-02-18
001050C7,,2016-02-19
001050C7,,2016-02-20
001050C7,,2016-02-21
001050C7,,2016-02-22
001050C7,,2016-02-23
001050C7,,2016-02-24
001050C7,,2016-02-25
001050C7,,2016-02-26
001050C7,,2016-02-27
001050C7,,2016-02-28
001050C7,,2016-02-29
001050C7,,2016-03-01
001050C7,,2016-03-02
001050C7,,2016-03-03
001050C7,,2016-03-04
001050C7,,2016-03-05
001050C7,,2016-03-06
001050C7,,2016-03-07
001050C7,,2016-03-08
001050D4,,2016-02-12
001050D4,,2016-02-13
001050D4,,2016-02-14
001050D4,,2016-02-15
001050D4,,2016-02-16
001050D4,,2016-02-17
001050D4,,2016-02-18
001050D4,,2016-02-19
001050D4,,2016-02-20
001050D4,,2016-02-21
001050D4,,2016-02-22
001050D4,,2016-02-23
001050D4,,2016-02-24
001050D4,,2016-02-25
001050D4,,2016-02-26
001050D4,,2016-02-27
001050D4,,2016-02-28
001050D4,,2016-02-29
001050D4,,2016-03-01
001050D4,,2016-03-02
001050D4,,2016-03-03
001050D4,,2016-03-04
001050D4,,2016-03-05
001050D4,,2016-03-06
001050D4,,2016-03-07
001050D4,,2016-03-08
001050D4,,2016-03-09
001050D7,2016-03-01,2016-02-09
001050D7,2016-03-09,2016-02-10
001050D7,,2016-02-11
001050D7,,2016-02-12
001050D7,,2016-02-13
001050D7,,2016-02-14
001050D7,,2016-02-15
001050D7,,2016-02-16
001050D7,,2016-02-17
001050D7,,2016-02-18
001050D7,,2016-02-19
001050D7,,2016-02-20
001050D7,,2016-02-21
001050D7,,2016-02-22
001050D7,,2016-02-23
001050D7,,2016-02-24
001050D7,,2016-02-25
001050D7,,2016-02-26
001050D7,,2016-02-27
001050D7,,2016-02-28
001050D7,,2016-02-29
001050D7,,2016-03-02
001050D7,,2016-03-03
001050D7,,2016-03-04
001050D7,,2016-03-05
001050D7,,2016-03-06
001050D7,,2016-03-07
001050D7,,2016-03-08
001050E8,,2016-02-09
001050E8,,2016-02-10
001050E8,,2016-02-11
001050E8,,2016-02-12
001050E8,,2016-02-13
001050E8,,2016-02-14
001050E8,,2016-02-15
001050E8,,2016-02-16
001050E8,,2016-02-17
001050E8,,2016-02-18
001050E8,,2016-02-19
001050E8,,2016-02-20
001050E8,,2016-02-21
001050E8,,2016-02-22
001050E8,,2016-02-23
001050E8,,2016-02-24
001050E8,,2016-02-25
001050E8,,2016-02-26
001050E8,,2016-02-27
001050E8,,2016-02-28
001050E8,,2016-02-29
001050E8,,2016-03-01
001050E8,,2016-03-02
001050E8,,2016-03-03
001050E8,,2016-03-04
001050E8,,2016-03-05
001050E8,,2016-03-06
001050E8,,2016-03-07
001050E8,,2016-03-08
001050E8,,2016-03-09
0010510B,2016-03-05,2016-02-09
0010510B,,2016-02-10
0010510B,,2016-02-11
0010510B,,2016-02-12
0010510B,,2016-02-13
0010510B,,2016-02-14
0010510B,,2016-02-15
0010510B,,2016-02-16
0010510B,,2016-02-17
0010510B,,2016-02-18
0010510B,,2016-02-19
0010510B,,2016-02-20
0010510B,,2016-02-21
0010510B,,2016-02-22
0010510B,,2016-02-23
0010510B,,2016-02-24
0010510B,,2016-02-25
0010510B,,2016-02-26
0010510B,,2016-02-27
0010510B,,2016-02-28
0010510B,,2016-02-29
0010510B,,2016-03-01
0010510B,,2016-03-02
0010510B,,2016-03-03
0010510B,,2016-03-04
0010510B,,2016-03-06
0010510B,,2016-03-07
001051F5,,2016-02-13
001051F5,,2016-02-14
001051F5,,2016-02-15
001051F5,,2016-02-16
001051F5,,2016-02-17
001051F5,,2016-02-18
001051F5,,2016-02-19
001051F5,,2016-02-20
001051F5,,2016-02-21
001051F5,,2016-02-22
001051F5,,2016-02-23
001051F5,,2016-02-24
001051F5,,2016-02-25
001051F5,,2016-02-26
001051F5,,2016-02-27
001051F5,,2016-02-28
001051F5,,2016-02-29
001051F5,,2016-03-01
001051F5,,2016-03-02
001051F5,,2016-03-03
001051F5,,2016-03-04
001051F5,,2016-03-05
001051F5,,2016-03-06
001051F5,,2016-03-07
001051F5,,2016-03-08
00105223,,2016-02-10
00105223,,2016-02-11
00105223,,2016-02-12
00105223,,2016-02-13
00105223,,2016-02-14
00105223,,2016-02-15
00105223,,2016-02-16
00105223,,2016-02-17
00105223,,2016-02-18
00105223,,2016-02-19
00105223,,2016-02-20
00105223,,2016-02-21
00105223,,2016-02-22
00105223,,2016-02-23
00105223,,2016-02-24
00105223,,2016-02-25
00105223,,2016-02-26
00105223,,2016-02-27
00105223,,2016-02-28
00105223,,2016-02-29
00105223,,2016-03-01
00105223,,2016-03-02
00105223,,2016-03-03
00105223,,2016-03-04
00105223,,2016-03-05
00105223,,2016-03-06
00105223,,2016-03-07
00105223,,2016-03-08
00105254,,2016-02-09
00105254,,2016-02-10
00105254,,2016-02-11
00105254,,2016-02-12
00105254,,2016-02-13
00105254,,2016-02-14
00105254,,2016-02-15
00105254,,2016-02-16
00105254,,2016-02-17
00105254,,2016-02-18
00105254,,2016-02-19
00105254,,2016-02-20
00105254,,2016-02-21
00105254,,2016-02-22
00105254,,2016-02-23
00105254,,2016-02-24
00105254,,2016-02-25
00105254,,2016-02-26
00105254,,2016-02-27
00105254,,2016-02-28
00105254,,2016-02-29
00105254,,2016-03-01
00105254,,2016-03-02
00105254,,2016-03-03
00105254,,2016-03-04
00105254,,2016-03-05
00105254,,2016-03-06
00105254,,2016-03-07
00105254,,2016-03-08
00105260,,2016-02-09
00105260,,2016-02-10
00105260,,2016-02-11
00105260,,2016-02-12
00105260,,2016-02-13
00105260,,2016-02-14
00105260,,2016-02-15
00105260,,2016-02-16
00105260,,2016-02-17
00105260,,2016-02-18
00105260,,2016-02-19
00105260,,2016-02-20
00105260,,2016-02-21
00105260,,2016-02-22
00105260,,2016-02-23
00105260,,2016-02-24
00105260,,2016-02-25
00105260,,2016-02-26
00105260,,2016-02-27
00105260,,2016-02-28
00105260,,2016-02-29
00105260,,2016-03-01
00105260,,2016-03-02
00105260,,2016-03-03
00105260,,2016-03-04
00105260,,2016-03-05
00105260,,2016-03-06
00105277,2016-03-05,2016-02-09
00105277,,2016-02-10
00105277,,2016-02-11
00105277,,2016-02-12
00105277,,2016-02-13
00105277,,2016-02-14
00105277,,2016-02-15
00105277,,2016-02-16
00105277,,2016-02-17
00105277,,2016-02-18
00105277,,2016-02-19
00105277,,2016-02-20
00105277,,2016-02-21
00105277,,2016-02-22
00105277,,2016-02-23
00105277,,2016-02-24
00105277,,2016-02-25
00105277,,2016-02-26
00105277,,2016-02-27
00105277,,2016-02-28
00105277,,2016-02-29
00105277,,2016-03-01
00105277,,2016-03-02
00105277,,2016-03-03
00105277,,2016-03-04
00105277,,2016-03-06
00105277,,2016-03-07
00105277,,2016-03-08
00105277,,2016-03-09
00105284,,2016-02-09
00105284,,2016-02-10
00105284,,2016-02-11
00105284,,2016-02-12
00105284,,2016-02-13
00105284,,2016-02-14
00105284,,2016-02-15
00105284,,2016-02-16
00105284,,2016-02-17
00105284,,2016-02-18
00105284,,2016-02-19
00105284,,2016-02-20
00105284,,2016-02-21
00105284,,2016-02-22
00105284,,2016-02-23
00105284,,2016-02-24
00105284,,2016-02-25
00105284,,2016-02-26
00105284,,2016-02-27
00105284,,2016-02-28
00105284,,2016-02-29
00105284,,2016-03-01
00105284,,2016-03-02
00105284,,2016-03-03
00105284,,2016-03-04
00105284,,2016-03-05
00105284,,2016-03-06
00105284,,2016-03-07
00105284,,2016-03-08
00105285,,2016-02-09
00105285,,2016-02-10
00105285,,2016-02-11
00105285,,2016-02-12
00105285,,2016-02-13
00105285,,2016-02-14
00105285,,2016-02-15
00105285,,2016-02-16
00105285,,2016-02-17
00105285,,2016-02-18
00105285,,2016-02-19
00105285,,2016-02-20
00105285,,2016-02-21
00105285,,2016-02-22
00105285,,2016-02-23
00105285,,2016-02-24
00105285,,2016-02-25
00105285,,2016-02-26
00105285,,2016-02-27
00105285,,2016-02-28
00105285,,2016-02-29
00105285,,2016-03-01
00105285,,2016-03-02
00105285,,2016-03-03
00105285,,2016-03-04
00105285,,2016-03-05
00105285,,2016-03-06
00105285,,2016-03-07
0010528A,,2016-02-14
0010528A,,2016-02-15
0010528A,,2016-02-16
0010528A,,2016-02-17
0010528A,,2016-02-18
0010528A,,2016-02-19
0010528A,,2016-02-20
0010528A,,2016-02-21
0010528A,,2016-02-22
0010528A,,2016-02-23
0010528A,,2016-02-24
0010528A,,2016-02-25
0010528A,,2016-02-26
0010528A,,2016-02-27
0010528A,,2016-02-28
0010528A,,2016-02-29
0010528A,,2016-03-01
0010528A,,2016-03-02
0010528A,,2016-03-03
0010528A,,2016-03-04
0010528A,,2016-03-05
0010528A,,2016-03-06
0010528A,,2016-03-07
0010528A,,2016-03-08
00105290,,2016-02-09
00105290,,2016-02-10
00105290,,2016-02-11
00105290,,2016-02-12
00105290,,2016-02-13
00105290,,2016-02-14
00105290,,2016-02-15
00105290,,2016-02-16
00105290,,2016-02-17
00105290,,2016-02-18
00105290,,2016-02-19
00105290,,2016-02-20
00105290,,2016-02-21
00105290,,2016-02-22
00105290,,2016-02-23
00105290,,2016-02-24
00105290,,2016-02-25
00105290,,2016-02-26
00105290,,2016-02-27
00105290,,2016-02-28
00105290,,2016-02-29
00105290,,2016-03-01
00105290,,2016-03-02
00105290,,2016-03-03
00105290,,2016-03-04
00105290,,2016-03-05
00105290,,2016-03-06
00105290,,2016-03-07
00105290,,2016-03-08
001052F5,2016-03-09,2016-02-09
001052F5,,2016-02-10
001052F5,,2016-02-11
001052F5,,2016-02-12
001052F5,,2016-02-13
001052F5,,2016-02-14
001052F5,,2016-02-15
001052F5,,2016-02-16
001052F5,,2016-02-17
001052F5,,2016-02-18
001052F5,,2016-02-19
001052F5,,2016-02-20
001052F5,,2016-02-21
001052F5,,2016-02-22
001052F5,,2016-02-23
001052F5,,2016-02-24
001052F5,,2016-02-25
001052F5,,2016-02-26
001052F5,,2016-02-27
001052F5,,2016-02-28
001052F5,,2016-02-29
001052F5,,2016-03-01
001052F5,,2016-03-02
001052F5,,2016-03-03
001052F5,,2016-03-04
001052F5,,2016-03-05
001052F5,,2016-03-06
001052F5,,2016-03-07
001052F5,,2016-03-08
00105388,2016-03-09,2016-02-09
00105388,,2016-02-10
00105388,,2016-02-11
00105388,,2016-02-12
00105388,,2016-02-13
00105388,,2016-02-14
00105388,,2016-02-15
00105388,,2016-02-16
00105388,,2016-02-17
00105388,,2016-02-18
00105388,,2016-02-19
00105388,,2016-02-20
00105388,,2016-02-21
00105388,,2016-02-22
00105388,,2016-02-23
00105388,,2016-02-24
00105388,,2016-02-25
00105388,,2016-02-26
00105388,,2016-02-27
00105388,,2016-02-28
00105388,,2016-02-29
00105388,,2016-03-01
00105388,,2016-03-02
00105388,,2016-03-03
00105388,,2016-03-04
00105388,,2016-03-05
00105388,,2016-03-06
00105388,,2016-03-07
00105388,,2016-03-08
00105391,2016-02-09,2016-03-03
00105391,2016-02-10,
00105391,2016-02-11,
00105391,2016-02-12,
00105391,2016-02-13,
00105391,2016-02-14,
00105391,2016-02-15,
00105391,2016-02-16,
00105391,2016-02-17,
00105391,2016-02-18,
00105391,2016-02-19,
00105391,2016-02-20,
00105391,2016-02-21,
00105391,2016-02-22,
00105391,2016-02-23,
00105391,2016-02-24,
00105391,2016-02-25,
00105391,2016-02-26,
00105391,2016-02-27,
00105391,2016-02-28,
00105391,2016-02-29,
00105391,2016-03-01,
00105391,2016-03-02,
00105391,2016-03-04,
00105391,2016-03-05,
00105391,2016-03-06,
00105391,2016-03-07,
00105391,2016-03-08,
00105391,2016-03-09,
0010539F,,2016-02-15
0010539F,,2016-02-16
0010539F,,2016-02-17
0010539F,,2016-02-18
0010539F,,2016-02-19
0010539F,,2016-02-20
0010539F,,2016-02-21
0010539F,,2016-02-22
0010539F,,2016-02-23
0010539F,,2016-02-24
0010539F,,2016-02-25
0010539F,,2016-02-26
0010539F,,2016-02-27
0010539F,,2016-02-28
0010539F,,2016-02-29
0010539F,,2016-03-01
0010539F,,2016-03-02
0010539F,,2016-03-03
0010539F,,2016-03-04
0010539F,,2016-03-05
0010539F,,2016-03-06
001053AB,,2016-02-10
001053AB,,2016-02-11
001053AB,,2016-02-12
001053AB,,2016-02-13
001053AB,,2016-02-14
001053AB,,2016-02-15
001053AB,,2016-02-16
001053AB,,2016-02-17
001053AB,,2016-02-18
001053AB,,2016-02-19
001053AB,,2016-02-20
001053AB,,2016-02-21
001053AB,,2016-02-22
001053AB,,2016-02-23
001053AB,,2016-02-24
001053AB,,2016-02-25
001053AB,,2016-02-26
001053AB,,2016-02-27
001053AB,,2016-02-28
001053AB,,2016-02-29
001053D8,2016-02-09,2016-02-10
001053D8,,2016-02-11
001053D8,,2016-02-12
001053D8,,2016-02-13
001053D8,,2016-02-14
001053D8,,2016-02-15
001053D8,,2016-02-16
001053D8,,2016-02-17
001053D8,,2016-02-18
001053D8,,2016-02-19
001053D8,,2016-02-20
001053D8,,2016-02-21
001053D8,,2016-02-22
001053D8,,2016-02-23
001053D8,,2016-02-24
001053D8,,2016-02-25
001053D8,,2016-02-26
001053D8,,2016-02-27
001053D8,,2016-02-28
001053D8,,2016-02-29
001053D8,,2016-03-01
001053D8,,2016-03-02
001053D8,,2016-03-03
001053D8,,2016-03-04
001053D8,,2016-03-05
001053D8,,2016-03-06
001053D8,,2016-03-07
001053D8,,2016-03-08
001053D8,,2016-03-09
00105423,,2016-02-11
00105423,,2016-02-12
00105423,,2016-02-13
00105423,,2016-02-14
00105423,,2016-02-15
00105423,,2016-02-16
00105423,,2016-02-17
00105423,,2016-02-18
00105423,,2016-02-19
00105423,,2016-02-20
00105423,,2016-02-21
00105423,,2016-02-22
00105423,,2016-02-23
00105423,,2016-02-24
00105423,,2016-02-25
00105423,,2016-02-26
00105423,,2016-02-27
00105423,,2016-02-28
00105423,,2016-02-29
00105423,,2016-03-01
00105423,,2016-03-02
00105423,,2016-03-03
00105423,,2016-03-04
00105423,,2016-03-05
00105423,,2016-03-06
00105434,,2016-02-11
00105434,,2016-02-12
00105434,,2016-02-13
00105434,,2016-02-14
00105434,,2016-02-15
00105434,,2016-02-16
00105434,,2016-02-17
00105434,,2016-02-18
00105434,,2016-02-19
00105434,,2016-02-20
00105434,,2016-02-21
00105434,,2016-02-22
00105434,,2016-02-23
00105434,,2016-02-24
00105434,,2016-02-25
00105434,,2016-02-26
00105434,,2016-02-27
00105434,,2016-02-28
00105434,,2016-02-29
00105434,,2016-03-01
00105445,,2016-02-09
00105445,,2016-02-10
00105445,,2016-02-11
00105445,,2016-02-12
00105445,,2016-02-13
00105445,,2016-02-14
00105445,,2016-02-15
00105445,,2016-02-16
00105445,,2016-02-17
00105445,,2016-02-18
00105445,,2016-02-19
00105445,,2016-02-20
00105445,,2016-02-21
00105445,,2016-02-22
00105445,,2016-02-23
00105445,,2016-02-24
00105445,,2016-02-25
00105445,,2016-02-26
00105445,,2016-02-27
00105445,,2016-02-28
00105445,,2016-02-29
00105445,,2016-03-01
00105445,,2016-03-02
00105445,,2016-03-03
00105445,,2016-03-04
00105445,,2016-03-05
00105445,,2016-03-06
00105445,,2016-03-07
0010547A,2016-02-13,2016-02-12
0010547A,2016-02-14,2016-02-15
0010547A,2016-02-17,2016-02-16
0010547A,2016-02-26,2016-02-18
0010547A,2016-02-28,2016-02-19
0010547A,2016-02-29,2016-02-20
0010547A,2016-03-01,2016-02-21
0010547A,2016-03-04,2016-02-22
0010547A,2016-03-05,2016-02-23
0010547A,,2016-02-24
0010547A,,2016-02-25
0010547A,,2016-02-27
0010547A,,2016-03-02
0010547A,,2016-03-03
0010547A,,2016-03-06
0010547A,,2016-03-07
0010549D,,2016-02-09
0010549D,,2016-02-10
0010549D,,2016-02-11
0010549D,,2016-02-12
0010549D,,2016-02-13
0010549D,,2016-02-14
0010549D,,2016-02-15
0010549D,,2016-02-16
0010549D,,2016-02-17
0010549D,,2016-02-18
0010549D,,2016-02-19
0010549D,,2016-02-20
0010549D,,2016-02-21
0010549D,,2016-02-22
0010549D,,2016-02-23
0010549D,,2016-02-24
0010549D,,2016-02-25
0010549D,,2016-02-26
0010549D,,2016-02-27
0010549D,,2016-02-28
0010549D,,2016-02-29
0010549D,,2016-03-01
0010549D,,2016-03-02
0010549D,,2016-03-03
0010549D,,2016-03-04
001054AE,2016-02-13,2016-02-09
001054AE,2016-03-09,2016-02-10
001054AE,,2016-02-11
001054AE,,2016-02-12
001054AE,,2016-02-14
001054AE,,2016-02-15
