Meter,Days Connected,Days Disconnected
001054AE,,2016-02-16
001054AE,,2016-02-17
001054AE,,2016-02-18
001054AE,,2016-02-19
001054AE,,2016-02-20
001054AE,,2016-02-21
001054AE,,2016-02-22
001054AE,,2016-02-23
001054AE,,2016-02-24
001054AE,,2016-02-25
001054AE,,2016-02-26
001054AE,,2016-02-27
001054AE,,2016-02-28
001054AE,,2016-02-29
001054AE,,2016-03-01
001054AE,,2016-03-02
001054AE,,2016-03-03
001054AE,,2016-03-04
001054AE,,2016-03-05
001054AE,,2016-03-06
001054AE,,2016-03-07
001054AE,,2016-03-08
001054C4,,2016-02-10
001054C4,,2016-02-11
001054C4,,2016-02-12
001054C4,,2016-02-13
001054C4,,2016-02-14
001054C4,,2016-02-15
001054C4,,2016-02-16
001054C4,,2016-02-17
001054C4,,2016-02-18
001054C4,,2016-02-19
001054C4,,2016-02-20
001054C4,,2016-02-21
001054C4,,2016-02-22
001054C4,,2016-02-23
001054C4,,2016-02-24
001054C4,,2016-02-25
001054C4,,2016-02-26
001054C4,,2016-02-27
001054C4,,2016-02-28
001054C4,,2016-02-29
001054C4,,2016-03-01
001054C4,,2016-03-02
001054C4,,2016-03-03
001054C4,,2016-03-04
001054C4,,2016-03-05
001054C4,,2016-03-06
001054C4,,2016-03-07
001054C4,,2016-03-08
001054C4,,2016-03-09
001054CE,2016-02-20,2016-02-09
001054CE,2016-03-05,2016-02-10
001054CE,,2016-02-11
001054CE,,2016-02-12
001054CE,,2016-02-13
001054CE,,2016-02-14
001054CE,,2016-02-15
001054CE,,2016-02-16
001054CE,,2016-02-17
001054CE,,2016-02-18
001054CE,,2016-02-19
001054CE,,2016-02-21
001054CE,,2016-02-22
001054CE,,2016-02-23
001054CE,,2016-02-24
001054CE,,2016-02-25
001054CE,,2016-02-26
001054CE,,2016-02-27
001054CE,,2016-02-28
001054CE,,2016-02-29
001054CE,,2016-03-01
001054CE,,2016-03-02
001054CE,,2016-03-03
001054CE,,2016-03-04
001054CE,,2016-03-06
001054CE,,2016-03-07
001054CE,,2016-03-08
001054CE,,2016-03-09
00105536,,2016-02-09
00105536,,2016-02-10
00105536,,2016-02-11
00105536,,2016-02-12
00105536,,2016-02-13
00105536,,2016-02-14
00105536,,2016-02-15
00105536,,2016-02-16
00105536,,2016-02-17
00105536,,2016-02-18
00105536,,2016-02-19
00105536,,2016-02-20
00105536,,2016-02-21
00105536,,2016-02-22
00105536,,2016-02-23
00105536,,2016-02-24
00105536,,2016-02-25
00105536,,2016-02-26
00105536,,2016-02-27
00105536,,2016-02-28
00105536,,2016-02-29
00105536,,2016-03-01
00105536,,2016-03-02
00105536,,2016-03-03
00105536,,2016-03-04
00105536,,2016-03-05
00105536,,2016-03-06
00105536,,2016-03-07
00105536,,2016-03-08
0010558F,2016-03-06,2016-02-09
0010558F,,2016-02-10
0010558F,,2016-02-11
0010558F,,2016-02-12
0010558F,,2016-02-13
0010558F,,2016-02-14
0010558F,,2016-02-15
0010558F,,2016-02-16
0010558F,,2016-02-17
0010558F,,2016-02-18
0010558F,,2016-02-19
0010558F,,2016-02-20
0010558F,,2016-02-21
0010558F,,2016-02-22
0010558F,,2016-02-23
0010558F,,2016-02-24
0010558F,,2016-02-25
0010558F,,2016-02-26
0010558F,,2016-02-27
0010558F,,2016-02-28
0010558F,,2016-02-29
0010558F,,2016-03-01
0010558F,,2016-03-02
0010558F,,2016-03-03
0010558F,,2016-03-04
0010558F,,2016-03-05
0010558F,,2016-03-07
0010558F,,2016-03-08
001055AA,,2016-02-11
001055AA,,2016-02-12
001055AA,,2016-02-13
001055AA,,2016-02-14
001055AA,,2016-02-15
001055AA,,2016-02-16
001055AA,,2016-02-17
001055AA,,2016-02-18
001055AA,,2016-02-19
001055AA,,2016-02-20
001055AA,,2016-02-21
001055AA,,2016-02-22
001055AA,,2016-02-23
001055AA,,2016-02-24
001055AA,,2016-02-25
001055AA,,2016-02-26
001055AA,,2016-02-27
001055AA,,2016-02-28
001055AA,,2016-02-29
001055AA,,2016-03-01
001055AA,,2016-03-02
001055AA,,2016-03-03
001055AA,,2016-03-04
001055AA,,2016-03-05
001055AA,,2016-03-06
001055AA,,2016-03-07
001055AA,,2016-03-08
001055D0,,2016-02-09
001055D0,,2016-02-10
001055D0,,2016-02-11
001055D0,,2016-02-12
001055D0,,2016-02-13
001055D0,,2016-02-14
001055D0,,2016-02-15
001055D0,,2016-02-16
001055D0,,2016-02-17
001055D0,,2016-02-18
001055D0,,2016-02-19
001055D0,,2016-02-20
001055D0,,2016-02-21
001055D0,,2016-02-22
001055D0,,2016-02-23
001055D0,,2016-02-24
001055D0,,2016-02-25
001055D0,,2016-02-26
001055D0,,2016-02-27
001055D0,,2016-02-28
001055D0,,2016-02-29
001055D0,,2016-03-01
001055D0,,2016-03-02
001055D0,,2016-03-03
001055D0,,2016-03-04
00105607,2016-02-12,2016-02-09
00105607,,2016-02-10
00105607,,2016-02-11
00105607,,2016-02-13
00105607,,2016-02-14
00105607,,2016-02-15
00105607,,2016-02-16
00105607,,2016-02-17
00105607,,2016-02-18
00105607,,2016-02-19
00105607,,2016-02-20
00105607,,2016-02-21
00105607,,2016-02-22
00105607,,2016-02-23
00105607,,2016-02-24
00105607,,2016-02-25
00105607,,2016-02-26
00105607,,2016-02-27
00105607,,2016-02-28
00105607,,2016-02-29
00105607,,2016-03-01
00105607,,2016-03-02
00105607,,2016-03-03
00105607,,2016-03-04
00105607,,2016-03-05
00105607,,2016-03-06
00105607,,2016-03-07
00105607,,2016-03-08
0010574C,2016-02-09,2016-02-10
0010574C,2016-02-11,2016-02-18
0010574C,2016-02-12,2016-03-07
0010574C,2016-02-13,
0010574C,2016-02-14,
0010574C,2016-02-15,
0010574C,2016-02-16,
0010574C,2016-02-17,
0010574C,2016-02-19,
0010574C,2016-02-20,
0010574C,2016-02-21,
0010574C,2016-02-22,
0010574C,2016-02-23,
0010574C,2016-02-24,
0010574C,2016-02-25,
0010574C,2016-02-26,
0010574C,2016-02-27,
0010574C,2016-02-28,
0010574C,2016-02-29,
0010574C,2016-03-01,
0010574C,2016-03-02,
0010574C,2016-03-03,
0010574C,2016-03-04,
0010574C,2016-03-05,
0010574C,2016-03-06,
001058DE,,2016-02-11
001058DE,,2016-02-12
001058DE,,2016-02-13
001058DE,,2016-02-14
001058DE,,2016-02-15
001058DE,,2016-02-16
001058DE,,2016-02-17
001058DE,,2016-02-18
001058DE,,2016-02-19
001058DE,,2016-02-20
001058DE,,2016-02-21
001058DE,,2016-02-22
001058DE,,2016-02-23
001058DE,,2016-02-24
001058DE,,2016-02-25
001058DE,,2016-02-26
001058DE,,2016-02-27
001058DE,,2016-02-28
001058DE,,2016-02-29
001058DE,,2016-03-01
001058DE,,2016-03-02
001058DE,,2016-03-03
001058DE,,2016-03-04
001058DE,,2016-03-05
001058DE,,2016-03-06
001058DE,,2016-03-07
001058DE,,2016-03-08
001058DE,,2016-03-09
00105909,,2016-02-11
00105909,,2016-02-12
00105909,,2016-02-13
00105909,,2016-02-14
00105909,,2016-02-15
00105909,,2016-02-16
00105909,,2016-02-17
00105909,,2016-02-18
00105909,,2016-02-19
00105909,,2016-02-20
00105909,,2016-02-21
00105909,,2016-02-22
00105909,,2016-02-23
00105909,,2016-02-24
00105909,,2016-02-25
00105909,,2016-02-26
00105909,,2016-02-27
00105909,,2016-02-28
00105909,,2016-02-29
00105909,,2016-03-01
00105909,,2016-03-02
00105909,,2016-03-03
00105909,,2016-03-04
0010595D,,2016-02-11
0010595D,,2016-02-12
0010595D,,2016-02-13
0010595D,,2016-02-14
0010595D,,2016-02-15
0010595D,,2016-02-16
0010595D,,2016-02-17
0010595D,,2016-02-18
0010595D,,2016-02-19
0010595D,,2016-02-20
0010595D,,2016-02-21
0010595D,,2016-02-22
0010595D,,2016-02-23
0010595D,,2016-02-24
0010595D,,2016-02-25
0010595D,,2016-02-26
0010595D,,2016-02-27
0010595D,,2016-02-28
0010595D,,2016-02-29
0010595D,,2016-03-01
0010595D,,2016-03-02
0010595D,,2016-03-03
0010595D,,2016-03-04
0010595D,,2016-03-05
0010595D,,2016-03-06
0010595D,,2016-03-07
0010595D,,2016-03-08
0010595D,,2016-03-09
001059DB,2016-02-09,2016-02-23
001059DB,2016-02-10,
001059DB,2016-02-11,
001059DB,2016-02-12,
001059DB,2016-02-13,
001059DB,2016-02-14,
001059DB,2016-02-15,
001059DB,2016-02-16,
001059DB,2016-02-17,
001059DB,2016-02-18,
001059DB,2016-02-19,
001059DB,2016-02-20,
001059DB,2016-02-21,
001059DB,2016-02-22,
001059DB,2016-02-24,
001059DB,2016-02-25,
001059DB,2016-02-26,
001059DB,2016-02-27,
001059DB,2016-02-28,
001059DB,2016-02-29,
001059DB,2016-03-01,
001059DB,2016-03-02,
001059DB,2016-03-03,
001059DB,2016-03-04,
001059DB,2016-03-05,
001059DB,2016-03-06,
001059DB,2016-03-07,
001059DB,2016-03-08,
001059E8,2016-03-09,2016-02-09
001059E8,,2016-02-10
001059E8,,2016-02-11
001059E8,,2016-02-12
001059E8,,2016-02-13
001059E8,,2016-02-14
001059E8,,2016-02-15
001059E8,,2016-02-16
001059E8,,2016-02-17
001059E8,,2016-02-18
001059E8,,2016-02-19
001059E8,,2016-02-20
001059E8,,2016-02-21
001059E8,,2016-02-22
001059E8,,2016-02-23
001059E8,,2016-02-24
001059E8,,2016-02-25
001059E8,,2016-02-26
001059E8,,2016-02-27
001059E8,,2016-02-28
001059E8,,2016-02-29
001059E8,,2016-03-01
001059E8,,2016-03-02
001059E8,,2016-03-03
001059E8,,2016-03-04
001059E8,,2016-03-05
001059E8,,2016-03-06
001059E8,,2016-03-07
001059E8,,2016-03-08
00105A0A,,2016-02-09
00105A0A,,2016-02-10
00105A0A,,2016-02-11
00105A0A,,2016-02-12
00105A0A,,2016-02-13
00105A0A,,2016-02-14
00105A0A,,2016-02-15
00105A0A,,2016-02-16
00105A0A,,2016-02-17
00105A0A,,2016-02-18
00105A0A,,2016-02-19
00105A0A,,2016-02-20
00105A0A,,2016-02-21
00105A0A,,2016-02-22
00105A0A,,2016-02-23
00105A0A,,2016-02-24
00105A0A,,2016-02-25
00105A0A,,2016-02-26
00105A0A,,2016-02-27
00105A0A,,2016-02-28
00105A0A,,2016-02-29
00105A0A,,2016-03-01
00105A0A,,2016-03-02
00105A0A,,2016-03-03
00105A0A,,2016-03-04
00105A0A,,2016-03-05
00105A0A,,2016-03-06
00105AF0,2016-02-15,2016-03-03
00105AF0,2016-02-16,2016-03-07
00105AF0,2016-02-17,2016-03-08
00105AF0,2016-02-18,
00105AF0,2016-02-19,
00105AF0,2016-02-20,
00105AF0,2016-02-21,
00105AF0,2016-02-22,
00105AF0,2016-02-23,
00105AF0,2016-02-24,
00105AF0,2016-02-25,
00105AF0,2016-02-26,
00105AF0,2016-02-27,
00105AF0,2016-02-28,
00105AF0,2016-02-29,
00105AF0,2016-03-01,
00105AF0,2016-03-02,
00105AF0,2016-03-04,
00105AF0,2016-03-05,
00105AF0,2016-03-06,
00105DAA,,2016-02-09
00105DAA,,2016-02-10
00105DAA,,2016-02-11
00105DAA,,2016-02-12
00105DAA,,2016-02-13
00105DAA,,2016-02-14
00105DAA,,2016-02-15
00105DAA,,2016-02-16
00105DAA,,2016-02-17
00105DAA,,2016-02-18
00105DAA,,2016-02-19
00105DAA,,2016-02-20
00105DAA,,2016-02-21
00105DAA,,2016-02-22
00105DAA,,2016-02-23
00105DAA,,2016-02-24
00105DAA,,2016-02-25
00105DAA,,2016-02-26
00105DAA,,2016-02-27
00105DAA,,2016-02-28
00105DAA,,2016-02-29
00105DAA,,2016-03-01
00105DAA,,2016-03-02
00105DAA,,2016-03-03
00105DAA,,2016-03-04
00105DAA,,2016-03-05
00105DAA,,2016-03-06
00105DAA,,2016-03-07
00105DAA,,2016-03-08
00105DAA,,2016-03-09
00105DD9,,2016-02-10
00105DD9,,2016-02-11
00105DD9,,2016-02-12
00105DD9,,2016-02-13
00105DD9,,2016-02-14
00105DD9,,2016-02-15
00105DD9,,2016-02-16
00105DD9,,2016-02-17
00105DD9,,2016-02-18
00105DD9,,2016-02-19
00105DD9,,2016-02-20
00105DD9,,2016-02-21
00105DD9,,2016-02-22
00105DD9,,2016-02-23
00105DD9,,2016-02-24
00105DD9,,2016-02-25
00105DD9,,2016-02-26
00105DD9,,2016-02-27
00105DD9,,2016-02-28
00105DD9,,2016-02-29
00105DD9,,2016-03-01
00105DD9,,2016-03-02
00105DD9,,2016-03-03
00105DD9,,2016-03-04
00105DD9,,2016-03-05
00105DD9,,2016-03-06
00105DD9,,2016-03-07
00105DD9,,2016-03-08
00105DE6,2016-03-09,2016-02-09
00105DE6,,2016-02-10
00105DE6,,2016-02-11
00105DE6,,2016-02-12
00105DE6,,2016-02-13
00105DE6,,2016-02-14
00105DE6,,2016-02-15
00105DE6,,2016-02-16
00105DE6,,2016-02-17
00105DE6,,2016-02-18
00105DE6,,2016-02-19
00105DE6,,2016-02-20
00105DE6,,2016-02-21
00105DE6,,2016-02-22
00105DE6,,2016-02-23
00105DE6,,2016-02-24
00105DE6,,2016-02-25
00105DE6,,2016-02-26
00105DE6,,2016-02-27
00105DE6,,2016-02-28
00105DE6,,2016-02-29
00105DE6,,2016-03-01
00105DE6,,2016-03-02
00105DE6,,2016-03-03
00105DE6,,2016-03-04
00105DE6,,2016-03-05
00105DE6,,2016-03-06
00105DE6,,2016-03-07
00105DE6,,2016-03-08
00105DF0,2016-03-09,2016-02-23
00105DF0,,2016-02-24
00105DF0,,2016-02-25
00105DF0,,2016-02-26
00105DF0,,2016-02-27
00105DF0,,2016-02-28
00105DF0,,2016-02-29
00105DF0,,2016-03-01
00105DF0,,2016-03-02
00105DF0,,2016-03-03
00105DF0,,2016-03-04
00105DF0,,2016-03-05
00105DF0,,2016-03-06
00105DF0,,2016-03-07
00105DF0,,2016-03-08
00105DF4,2016-02-16,2016-02-09
00105DF4,2016-02-24,2016-02-10
00105DF4,2016-02-25,2016-02-11
00105DF4,2016-03-03,2016-02-12
00105DF4,2016-03-04,2016-02-13
00105DF4,2016-03-05,2016-02-14
00105DF4,2016-03-07,2016-02-15
00105DF4,2016-03-08,2016-02-17
00105DF4,2016-03-09,2016-02-18
00105DF4,,2016-02-19
00105DF4,,2016-02-20
00105DF4,,2016-02-21
00105DF4,,2016-02-22
00105DF4,,2016-02-23
00105DF4,,2016-02-26
00105DF4,,2016-02-27
00105DF4,,2016-02-28
00105DF4,,2016-02-29
00105DF4,,2016-03-01
00105DF4,,2016-03-02
00105DF4,,2016-03-06
00105E12,,2016-02-09
00105E12,,2016-02-10
00105E12,,2016-02-11
00105E12,,2016-02-12
00105E12,,2016-02-13
00105E12,,2016-02-14
00105E12,,2016-02-15
00105E12,,2016-02-16
00105E12,,2016-02-17
00105E12,,2016-02-18
00105E12,,2016-02-19
00105E12,,2016-02-20
00105E12,,2016-02-21
00105E12,,2016-02-22
00105E12,,2016-02-23
00105E12,,2016-02-24
00105E12,,2016-02-25
00105E12,,2016-02-26
00105E12,,2016-02-27
00105E12,,2016-02-28
00105E12,,2016-02-29
00105E12,,2016-03-01
00105E12,,2016-03-02
00105E12,,2016-03-03
00105E12,,2016-03-04
00105E12,,2016-03-05
00105E12,,2016-03-06
00105E12,,2016-03-07
00105E12,,2016-03-08
00105E20,2016-02-10,2016-02-09
00105E20,2016-02-22,2016-02-11
00105E20,2016-03-04,2016-02-12
00105E20,2016-03-09,2016-02-13
00105E20,,2016-02-14
00105E20,,2016-02-15
00105E20,,2016-02-16
00105E20,,2016-02-17
00105E20,,2016-02-18
00105E20,,2016-02-19
00105E20,,2016-02-20
00105E20,,2016-02-21
00105E20,,2016-02-23
00105E20,,2016-02-24
00105E20,,2016-02-25
00105E20,,2016-02-26
00105E20,,2016-02-27
00105E20,,2016-02-28
00105E20,,2016-02-29
00105E20,,2016-03-01
00105E20,,2016-03-02
00105E20,,2016-03-03
00105E20,,2016-03-05
00105E20,,2016-03-06
00105E20,,2016-03-07
00105E20,,2016-03-08
00105E46,,2016-02-11
00105E46,,2016-02-12
00105E46,,2016-02-13
00105E46,,2016-02-14
00105E46,,2016-02-15
00105E46,,2016-02-16
00105E46,,2016-02-17
00105E46,,2016-02-18
00105E46,,2016-02-19
00105E46,,2016-02-20
00105E46,,2016-02-21
00105E46,,2016-02-22
00105E46,,2016-02-23
00105E46,,2016-02-24
00105E46,,2016-02-25
00105E46,,2016-02-26
00105E46,,2016-02-27
00105E46,,2016-02-28
00105E46,,2016-02-29
00105E46,,2016-03-01
00105E46,,2016-03-02
00105E46,,2016-03-03
00105E46,,2016-03-04
00105E46,,2016-03-05
00105E46,,2016-03-06
00105E46,,2016-03-07
00105E4F,2016-02-13,2016-02-09
00105E4F,2016-02-21,2016-02-10
00105E4F,2016-02-23,2016-02-11
00105E4F,2016-02-27,2016-02-12
00105E4F,2016-03-04,2016-02-14
00105E4F,2016-03-09,2016-02-15
00105E4F,,2016-02-16
00105E4F,,2016-02-17
00105E4F,,2016-02-18
00105E4F,,2016-02-19
00105E4F,,2016-02-20
00105E4F,,2016-02-22
00105E4F,,2016-02-24
00105E4F,,2016-02-25
00105E4F,,2016-02-26
00105E4F,,2016-02-28
00105E4F,,2016-02-29
00105E4F,,2016-03-01
00105E4F,,2016-03-02
00105E4F,,2016-03-03
00105E4F,,2016-03-05
00105E4F,,2016-03-06
00105E4F,,2016-03-07
00105E4F,,2016-03-08
00105E59,,2016-02-09
00105E59,,2016-02-10
00105E59,,2016-02-11
00105E59,,2016-02-12
00105E59,,2016-02-13
00105E59,,2016-02-14
00105E59,,2016-02-15
00105E59,,2016-02-16
00105E59,,2016-02-17
00105E59,,2016-02-18
00105E59,,2016-02-19
00105E59,,2016-02-20
00105E59,,2016-02-21
00105E59,,2016-02-22
00105E59,,2016-02-23
00105E59,,2016-02-24
00105E59,,2016-02-25
00105E59,,2016-02-26
00105E59,,2016-02-27
00105E59,,2016-02-28
00105E59,,2016-02-29
00105E59,,2016-03-01
00105E59,,2016-03-02
00105E59,,2016-03-03
00105E59,,2016-03-04
00105E59,,2016-03-05
00105E59,,2016-03-06
00105E59,,2016-03-07
00105E59,,2016-03-08
00105E61,,2016-02-09
00105E61,,2016-02-10
00105E61,,2016-02-11
00105E61,,2016-02-12
00105E61,,2016-02-13
00105E61,,2016-02-14
00105E61,,2016-02-15
00105E61,,2016-02-16
00105E61,,2016-02-17
00105E61,,2016-02-18
00105E61,,2016-02-19
00105E61,,2016-02-20
00105E61,,2016-02-21
00105E61,,2016-02-22
00105E61,,2016-02-23
00105E61,,2016-02-24
00105E61,,2016-02-25
00105E61,,2016-02-26
00105E61,,2016-02-27
00105E61,,2016-02-28
00105E61,,2016-02-29
00105E61,,2016-03-01
00105E61,,2016-03-02
00105E61,,2016-03-03
00105E61,,2016-03-04
00105E61,,2016-03-05
00105E61,,2016-03-06
00105E61,,2016-03-07
00105E7E,,2016-02-09
00105E7E,,2016-02-10
00105E7E,,2016-02-11
00105E7E,,2016-02-12
00105E7E,,2016-02-13
00105E7E,,2016-02-14
00105E7E,,2016-02-15
00105E7E,,2016-02-16
00105E7E,,2016-02-17
00105E7E,,2016-02-18
00105E7E,,2016-02-19
00105E7E,,2016-02-20
00105E7E,,2016-02-21
00105E7E,,2016-02-22
00105E7E,,2016-02-23
00105E7E,,2016-02-24
00105E7E,,2016-02-25
00105E7E,,2016-02-26
00105E7E,,2016-02-27
00105E7E,,2016-02-28
00105E7E,,2016-02-29
00105E7E,,2016-03-01
00105E7E,,2016-03-02
00105E7E,,2016-03-03
00105E7E,,2016-03-04
00105E7E,,2016-03-05
00105E7E,,2016-03-06
00105E7E,,2016-03-07
00105E89,2016-02-25,2016-02-12
00105E89,,2016-02-13
00105E89,,2016-02-14
00105E89,,2016-02-15
00105E89,,2016-02-16
00105E89,,2016-02-17
00105E89,,2016-02-18
00105E89,,2016-02-19
00105E89,,2016-02-20
00105E89,,2016-02-21
00105E89,,2016-02-22
00105E89,,2016-02-23
00105E89,,2016-02-24
00105E89,,2016-02-26
00105E89,,2016-02-27
00105E89,,2016-02-28
00105E89,,2016-02-29
00105E89,,2016-03-01
00105E89,,2016-03-02
00105E89,,2016-03-03
00105E89,,2016-03-04
00105E89,,2016-03-05
00105E89,,2016-03-06
00105E89,,2016-03-07
00105EB3,,2016-02-09
00105EB3,,2016-02-10
00105EB3,,2016-02-11
00105EB3,,2016-02-12
00105EB3,,2016-02-13
00105EB3,,2016-02-14
00105EB3,,2016-02-15
00105EB3,,2016-02-16
00105EB3,,2016-02-17
00105EB3,,2016-02-18
00105EB3,,2016-02-19
00105EB3,,2016-02-20
00105EB3,,2016-02-21
00105EB3,,2016-02-22
00105EB3,,2016-02-23
00105EB3,,2016-02-24
00105EB3,,2016-02-25
00105EB3,,2016-02-26
00105EB3,,2016-02-27
00105EB3,,2016-02-28
00105EB3,,2016-02-29
00105EB3,,2016-03-01
00105EB3,,2016-03-02
00105EB3,,2016-03-03
00105EB3,,2016-03-04
00105EB3,,2016-03-05
00105EB3,,2016-03-06
00105EB3,,2016-03-07
00105EC1,2016-02-09,2016-02-10
00105EC1,2016-02-11,2016-02-12
00105EC1,2016-02-14,2016-02-13
00105EC1,2016-02-18,2016-02-15
00105EC1,2016-02-24,2016-02-16
00105EC1,2016-02-25,2016-02-17
00105EC1,2016-03-03,2016-02-19
00105EC1,,2016-02-20
00105EC1,,2016-02-21
00105EC1,,2016-02-22
00105EC1,,2016-02-23
00105EC1,,2016-02-26
00105EC1,,2016-02-27
00105EC1,,2016-02-28
00105EC1,,2016-02-29
00105EC1,,2016-03-01
00105EC1,,2016-03-02
00105EC1,,2016-03-04
00105F4E,2016-03-09,2016-02-10
00105F4E,,2016-02-11
00105F4E,,2016-02-12
00105F4E,,2016-02-13
00105F4E,,2016-02-14
00105F4E,,2016-02-15
00105F4E,,2016-02-16
00105F4E,,2016-02-17
00105F4E,,2016-02-18
00105F4E,,2016-02-19
00105F4E,,2016-02-20
00105F4E,,2016-02-21
00105F4E,,2016-02-22
00105F4E,,2016-02-23
00105F4E,,2016-02-24
00105F4E,,2016-02-25
00105F4E,,2016-02-26
00105F4E,,2016-02-27
00105F4E,,2016-02-28
00105F4E,,2016-02-29
00105F4E,,2016-03-01
00105F4E,,2016-03-02
00105F4E,,2016-03-03
00105F4E,,2016-03-04
00105F4E,,2016-03-05
00105F4E,,2016-03-06
00105F4E,,2016-03-07
00105F4E,,2016-03-08
00105F86,2016-03-09,2016-02-09
00105F86,,2016-02-10
00105F86,,2016-02-11
00105F86,,2016-02-12
00105F86,,2016-02-13
00105F86,,2016-02-14
00105F86,,2016-02-15
00105F86,,2016-02-16
00105F86,,2016-02-17
00105F86,,2016-02-18
00105F86,,2016-02-19
00105F86,,2016-02-20
00105F86,,2016-02-21
00105F86,,2016-02-22
00105F86,,2016-02-23
00105F86,,2016-02-24
00105F86,,2016-02-25
00105F86,,2016-02-26
00105F86,,2016-02-27
00105F86,,2016-02-28
00105F86,,2016-02-29
00105F86,,2016-03-01
00105F86,,2016-03-02
00105F86,,2016-03-03
00105F86,,2016-03-04
00105F86,,2016-03-05
00105F86,,2016-03-06
00105F86,,2016-03-07
00105F86,,2016-03-08
00105FB3,2016-02-22,2016-02-18
00105FB3,2016-03-01,2016-02-19
00105FB3,2016-03-03,2016-02-20
00105FB3,2016-03-05,2016-02-21
00105FB3,,2016-02-23
00105FB3,,2016-02-24
00105FB3,,2016-02-25
00105FB3,,2016-02-26
00105FB3,,2016-02-27
00105FB3,,2016-02-28
00105FB3,,2016-02-29
00105FB3,,2016-03-02
00105FB3,,2016-03-04
00105FB3,,2016-03-06
00105FCD,,2016-02-10
00105FCD,,2016-02-11
00105FCD,,2016-02-12
00105FCD,,2016-02-13
00105FCD,,2016-02-14
00105FCD,,2016-02-15
00105FCD,,2016-02-16
00105FCD,,2016-02-17
00105FCD,,2016-02-18
00105FCD,,2016-02-19
00105FCD,,2016-02-20
00105FCD,,2016-02-21
00105FCD,,2016-02-22
00105FCD,,2016-02-23
00105FCD,,2016-02-24
00105FCD,,2016-02-25
00105FCD,,2016-02-26
00105FCD,,2016-02-27
00105FCD,,2016-02-28
00105FCD,,2016-02-29
00105FCD,,2016-03-01
00105FCD,,2016-03-02
00105FCD,,2016-03-03
00105FCD,,2016-03-04
00105FCD,,2016-03-05
00105FCD,,2016-03-06
00105FCD,,2016-03-07
00105FCD,,2016-03-08
00105FCD,,2016-03-09
00106039,,2016-02-09
00106039,,2016-02-10
00106039,,2016-02-11
00106039,,2016-02-12
00106039,,2016-02-13
00106039,,2016-02-14
00106039,,2016-02-15
00106039,,2016-02-16
00106039,,2016-02-17
00106039,,2016-02-18
00106039,,2016-02-19
00106039,,2016-02-20
00106039,,2016-02-21
00106039,,2016-02-22
00106039,,2016-02-23
00106039,,2016-02-24
00106039,,2016-02-25
00106039,,2016-02-26
